ID,URL,Name,Code,Legal form,Status,Registration Date,Capital,Address,Deletion Date,Tempo richiesta,Tempo estrazione Name,Tempo estrazione Code,Tempo estrazione Legal Form,Tempo estrazione Status,Tempo estrazione Reg. Date,Tempo estrazione Capital,Tempo estrazione Address,Tempo estrazione Del. Date,Tempo estrazione dati Rapp.,Tempo estrazione Partners,Tempo estrazione Activity
43,https://ariregister.rik.ee/eng/company/80053861/AIANDUSÜHISTU-AESPA-SIGMA?search_id=16a1817&pos=43,,,,,,,,,94072100,0,0,0,0,0,0,0,0,0,0,0
44,https://ariregister.rik.ee/eng/company/80111742/Aiandusühistu-AESPA-TELFO?search_id=16a1817&pos=44,,,,,,,,,86917400,0,0,0,0,0,0,0,0,0,0,0
45,https://ariregister.rik.ee/eng/company/80102329/Aiandusühistu-KAPA-AESPA?search_id=16a1817&pos=45,,,,,,,,,77756800,0,0,0,0,0,0,0,0,0,0,0
46,https://ariregister.rik.ee/eng/company/80017776/Aiandusühistu-Vedu-Aespa?search_id=16a1817&pos=46,,,,,,,,,151991800,0,0,0,0,0,0,0,0,0,0,0
47,https://ariregister.rik.ee/eng/company/11306854/OÜ-Aidu-Tööstuspark?search_id=16a1817&pos=47,,,,,,,,,59016600,0,0,0,0,0,1002200,0,0,0,0,0
48,https://ariregister.rik.ee/eng/company/12384365/Aili-Riispapp?search_id=16a1817&pos=48,,,,,,,,,60098700,0,0,0,0,0,0,0,0,0,0,0
49,https://ariregister.rik.ee/eng/company/14979217/Ainane-Looduspaik-OÜ?search_id=16a1817&pos=49,,,,,,,,,69829800,0,0,0,0,0,0,0,0,0,0,0
50,https://ariregister.rik.ee/eng/company/11009168/OSAÜHING-AIRSPACE?search_id=16a1817&pos=50,,,,,,,,,57994900,0,0,0,0,0,0,0,0,0,0,0
51,https://ariregister.rik.ee/eng/company/12778992/Aitäh!-OÜ?search_id=16a1817&pos=51,,,,,,,,,50043000,0,0,0,0,0,0,0,0,0,0,0
52,https://ariregister.rik.ee/eng/company/14043183/A-ja-K-Siivouspalvelu-OÜ?search_id=16a1817&pos=52,,,,,,,,,105502900,0,0,0,0,0,0,0,1005800,0,0,0
53,https://ariregister.rik.ee/eng/company/12992283/AJ-Consult-OÜ?search_id=16a1817&pos=53,,,,,,,,,66788900,0,0,0,0,0,0,0,0,0,0,0
54,https://ariregister.rik.ee/eng/company/16233456/AJ-Veljekset-rakennuspalvelut-Eesti-OÜ?search_id=16a1817&pos=54,,,,,,,,,66474400,1002700,0,0,0,0,0,0,0,0,0,0
55,https://ariregister.rik.ee/eng/company/12623232/Akwaba-Spa-OÜ?search_id=16a1817&pos=55,,,,,,,,,64189300,0,0,0,0,0,0,0,0,0,0,0
