URL,Tempo richiesta,Tempo estrazione Name,Tempo estrazione Company ID,Tempo estrazione Company Status,Tempo estrazione Company Type,Tempo estrazione Reg/Inc Date,Tempo estrazione Diss Date,Tempo estrazione Address
https://find-and-update.company-information.service.gov.uk/company/11790215,0.3030662536621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/05438136,0.3385534286499023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE000110,0.3527505397796631,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE004228,0.2853224277496338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE004120,0.3047888278961181,0.0,0.0,0.0009989738464355,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE001906,0.3668062686920166,0.0010004043579101,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE003397,0.2889037132263183,0.0,0.0,0.0,0.0009982585906982,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE004940,0.3079175949096679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OE005618,0.3025562763214111,0.0,0.0,0.0,0.0,0.0009996891021728,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/07676340,0.2777109146118164,0.0,0.001000165939331,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/11114039,0.3160176277160644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/05257043,0.3785827159881592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12685329,0.2728188037872314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/08312819,0.2696709632873535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/04540360,0.2971811294555664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/07045770,0.2846474647521972,0.0,0.0,0.0,0.0,0.0,0.0,0.0005490779876708
https://find-and-update.company-information.service.gov.uk/company/14179092,0.2597036361694336,0.0,0.0,0.0,0.0010015964508056,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/14193240,0.2568831443786621,0.0,0.0,0.0010032653808593,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/SC584203,0.2525467872619629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/02456235,0.3013753890991211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13783208,0.2894647121429443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/11402890,0.2797567844390869,0.0009751319885253,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/SC474087,0.3447868824005127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12632501,0.2902157306671142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/07723236,0.3072774410247803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13777439,0.3107485771179199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13724188,0.3328664302825928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/09531956,0.3057324886322021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12030668,0.3065807819366455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/OC366904,0.3250901699066162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/00696466,0.3299784660339355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/05124262,0.2710697650909424,0.0009956359863281,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/14187764,0.3148496150970459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/14146105,0.3711495399475097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/06551377,0.2760763168334961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/09991742,0.3067851066589355,0.0,0.0,0.0,0.0,0.0,0.0,0.0010013580322265
https://find-and-update.company-information.service.gov.uk/company/05773663,0.3024804592132568,0.0,0.0,0.0,0.0009949207305908,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/03443600,0.2573387622833252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13299838,0.290755033493042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/06369073,0.2806329727172851,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/03494763,0.298384428024292,0.0,0.0010004043579101,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/08837749,0.2701623439788818,0.0,0.000990867614746,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13064577,0.2887709140777588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13843009,0.3303141593933105,0.0010058879852294,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/07040828,0.3403918743133545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12100732,0.2921473979949951,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161399841308
https://find-and-update.company-information.service.gov.uk/company/09761812,0.3240110874176025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/SC359256,0.3283975124359131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/NI063073,0.4054219722747803,0.0,0.0,0.0,0.0,0.0010373592376708,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/08002070,0.2914557456970215,0.0,0.0,0.0,0.0,0.0009968280792236,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/11028617,0.29408860206604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/00470731,0.2859466075897217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/10062383,0.2933177947998047,0.0,0.0009999275207519,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/09157044,0.3697614669799804,0.0,0.0009996891021728,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12549468,0.353994607925415,0.0,0.0009994506835937,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13592143,0.2835140228271484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/00617641,0.3278553485870361,0.0,0.0,0.0,0.0,0.0,0.0,0.0009996891021728
https://find-and-update.company-information.service.gov.uk/company/NI621860,0.2893459796905517,0.0015478134155273,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/04372064,0.2925910949707031,0.0,0.0,0.0,0.0,0.0,0.0,0.0010051727294921
https://find-and-update.company-information.service.gov.uk/company/09167450,0.2908759117126465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13196273,0.2583558559417724,0.0009992122650146,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/10190631,0.2934260368347168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/04897511,0.3700904846191406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/07670811,0.2681684494018554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12086711,0.2907552719116211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/02249960,0.2767345905303955,0.0,0.0,0.0,0.0010335445404052,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/08049037,0.3195505142211914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/08457823,0.2922661304473877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/04345204,0.3250315189361572,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/SC383354,0.2542562484741211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/09344742,0.3990485668182373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12747117,0.3048920631408691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/09711872,0.4384765625,0.0,0.0,0.0009589195251464,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/07851483,0.5329222679138184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/10950185,0.2959704399108886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/03345744,0.4303035736083984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/10293835,0.3599681854248047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/12061012,0.2767887115478515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13991539,0.5283427238464355,0.0009760856628417,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/09821679,0.2705178260803222,0.001002550125122,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13746050,0.2941246032714844,0.0,0.0,0.0,0.001007080078125,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/13746055,0.3638224601745605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/10725338,0.3320095539093017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://find-and-update.company-information.service.gov.uk/company/06220664,0.3470489978790283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
