Company ID,Category,Hash
381,TechHardware,1748841266191066881
382,Biotech,-5477649158227911950
383,Insurance,7000230057071041224
383,Investment,5327786409141802125
383,Financialservices,996514602531674170
385,Electronics,-2937793794179883072
385,Manufacturing,918788116521242338
386,Investment,5327786409141802125
387,WasteRecycling,4111722913158069628
388,Electronics,-2937793794179883072
389,Transportation,3140530495907979414
390,Railways,463459621687010117
390,Infrastructure,2757938290564691464
391,Financialservices,996514602531674170
391,Insurance,7000230057071041224
393,Realestate,199837547090313934
393,Investment,5327786409141802125
393,REITs,-4500283884546034606
395,Internet,9213653917245580410
395,ECommerce,-6817648621524646992
395,Tech,2373442895034963753
395,Retail,8659073855545147165
397,AutomotiveSuppliers,-1093391624519020231
397,autoparts,1086841473223344843
399,Financialservices,996514602531674170
401,Food,-1791250089609384727
402,Sportsgoods,6391679374394326830
404,Biotech,-5477649158227911950
404,Manufacturing,918788116521242338
405,Energy,-2490813042158503427
405,OilGas,-4192961412728851669
406,SupermarketChains,-5036390465895693944
406,Retail,8659073855545147165
406,Food,-1791250089609384727
407,Financialservices,996514602531674170
407,Banks,5423772148476418639
408,Healthcare,4999567491202240723
409,Software,766138134349121984
409,Tech,2373442895034963753
410,Banks,5423772148476418639
410,Financialservices,996514602531674170
411,Electricity,3312256779847957138
411,Energy,-2490813042158503427
411,Utilitycompanies,3956169596559111944
412,Software,766138134349121984
412,Tech,2373442895034963753
415,Software,766138134349121984
415,Tech,2373442895034963753
416,Software,766138134349121984
416,Internet,9213653917245580410
416,Tech,2373442895034963753
417,Travel,2883696693193604344
417,MediaPress,7487475509848793516
418,PaintCoating,1335565877116293984
418,Buildingmaterials,7986863683299917669
419,Financialservices,996514602531674170
420,Electricity,3312256779847957138
420,Energy,-2490813042158503427
421,Food,-1791250089609384727
423,Professionalservices,2898755620386977973
424,Footwear,3919027092552316727
424,Retail,8659073855545147165
425,Packaging,1057308400848339902
427,Retail,8659073855545147165
427,CosmeticsandBeauty,-1391700480064620338
429,Insurance,7000230057071041224
429,RentalLeasingServices,8509650716500142439
430,Software,766138134349121984
430,Semiconductors,7893943476131326539
430,Tech,2373442895034963753
430,Electronics,-2937793794179883072
430,TechHardware,1748841266191066881
431,MediaPress,7487475509848793516
432,ITservices,5294247540503510568
432,Software,766138134349121984
432,Tech,2373442895034963753
433,Alcoholicbeverages,-3268482338190408610
433,Beverages,1448174480227667635
434,Realestate,199837547090313934
434,Investment,5327786409141802125
435,Medicaldevices,-2739338454252634078
437,Electronics,-2937793794179883072
440,Software,766138134349121984
440,Tech,2373442895034963753
441,Manufacturing,918788116521242338
442,Carrental,-2655407290087228715
443,Automakers,5994205300980869916
445,Chemicals,1532779266960090644
445,Healthcare,4999567491202240723
446,Professionalservices,2898755620386977973
449,Medicaldevices,-2739338454252634078
453,Tech,2373442895034963753
453,Semiconductors,7893943476131326539
453,Electronics,-2937793794179883072
453,TechHardware,1748841266191066881
454,Energy,-2490813042158503427
454,OilGas,-4192961412728851669
454,Electricity,3312256779847957138
454,Infrastructure,2757938290564691464
457,Airlines,-6774808088778716647
457,Travel,2883696693193604344
457,Transportation,3140530495907979414
460,Telecommunication,-366396660629370360
462,Advertising,7742423205113412157
463,Transportation,3140530495907979414
467,Energy,-2490813042158503427
467,Electricity,3312256779847957138
467,Utilitycompanies,3956169596559111944
467,Renewableenergy,-8055854468016752467
468,Internet,9213653917245580410
468,ECommerce,-6817648621524646992
468,Tech,2373442895034963753
469,Retail,8659073855545147165
469,Clothing,-4644728342255861508
470,Travel,2883696693193604344
470,Internet,9213653917245580410
470,OnlineTravel,2474690842533498415
470,Tech,2373442895034963753
471,Mining,5530308889125531621
472,Software,766138134349121984
472,Tech,2373442895034963753
473,Food,-1791250089609384727
474,Engineering,7526853480566394029
474,Professionalservices,2898755620386977973
475,Semiconductors,7893943476131326539
475,Tech,2373442895034963753
475,TechHardware,1748841266191066881
476,StaffingEmploymentServices,7588518777105528258
476,Professionalservices,2898755620386977973
477,Financialservices,996514602531674170
